customer_id	account_number	raw_first_name	raw_last_name	raw_email	raw_phone	raw_country	raw_city	account_type	raw_kyc_status	bvn_nin	annual_income_local	local_currency	raw_dob	raw_account_open_date
69	NXB00000069	RILEY	Morgan	mccormickdeborah@example.org	18644925192	United Kingdom	Andersonland	Business	under review	18677120574	28574215.44	GBP	1999-09-09	15-Sep-2017
70	NXB00000070	kyle	 Bennett 	lisa81@example.net	85054235733	Nigeria	West Meganville	Savings	 Verified 	14117248077	16705145.5	NGN	08/12/1990	15-May-2021
71	NXB00000071	William	 Fernandez 	stanleynancy@example.net	96222927065	Nigeria	Karenmouth	Business	failed	38287480781	31627928.64	NGN	17-Jan-1990	29/01/2016
72	NXB00000072	Jesus	ALLEN	mmckee@example.com	74688623924	Kenya	Angelaville	Business	UNDER REVIEW	84050248971	17004744.6	KES	17/03/1970	2021-04-22
73	NXB00000073	jennifer	black	mitchellkathryn@example.com	82613750606	United Kingdom	South Virginia	Corporate	VERIFIED	71009835858	20911813.81	GBP	1993-02-17	25/02/2016
74	NXB00000074	nicholas	Johnson	combsdebra@example.org	04727790104	United Kingdom	Rodriguezport	Savings	VERIFIED	11101472470	45951071.03	GBP	1978-05-09	22/02/2018
75	NXB00000075	john	MARTINEZ	robertbauer@example.com	17980893246	United States	Johnchester	Savings	failed	95002125284	27076108.76	USD	03/21/1988	30/06/2015
76	NXB00000076	JACOB	 Barnett 	carlos88@example.net	67065405153	United Kingdom	Dennisstad	Current	under review	56761320166	5454630.44	GBP	08/05/1982	15-Jun-2021
77	NXB00000077	Amy	 Li 	mariacohen@example.net	22170430305	Nigeria	Haysside	Current	VERIFIED	26058456240	49044892.59	NGN	1985-08-23	26-Jun-2022
78	NXB00000078	THOMAS	johnson	justinatkins@example.org	41566765277	Nigeria	Lauriechester	Current	FAILED	28028746584	15102498.41	NGN	30/09/1962	07/13/2017
79	NXB00000079	christian	Morrison	amymorris@example.org	44796275705	Nigeria	Danielleton	Business	under review	35345274149	23949637.62	NGN	05/04/1960	2019-03-15
80	NXB00000080	 Charles 	WALSH	william20@example.org	02135569092	Kenya	Scottland	Savings	 Verified 	19499545011	8110115.22	KES	11/11/1964	07/28/2017
81	NXB00000081	Audrey	 Moreno 	redwards@example.org	02786814473	Nigeria	Gonzalezberg	Current	pending	38206311343	47704096.2	NGN	01/22/1979	07/11/2021
82	NXB00000082	MELISSA	hayes	zosborn@example.net	51884422583	Nigeria	East Kristy	Corporate	failed	72429272650	46398754.7	NGN	1999-03-28	12/07/2023
83	NXB00000083	ANTHONY	 Spencer 	tanner82@example.net	14678669125	United States	Frazierstad	Corporate	pending	30687587654	3115169.07	USD	01/24/1968	12/17/2023
84	NXB00000084	DAVID	calderon	katrinaanderson@example.net	18242253584	Nigeria	Lake Stephanie	Savings	UNDER REVIEW	85269627716	5130058.13	NGN	18-Sep-1971	02/26/2021
85	NXB00000085	joshua	weber	shawgary@example.net	29959001094	UAE	Montgomerytown	Current	verified	29404469258	31429582.32	AED	16/03/1963	2023-01-31
86	NXB00000086	Tyler	Burton	dawn47@example.org	47102767735	United Kingdom	Michellemouth	Savings	VERIFIED	13287709186	39112354.14	GBP	1994-10-11	2024-09-04
87	NXB00000087	JESSICA	VALENCIA	xanderson@example.net	53714732104	Nigeria	Wrightburgh	Current	EXPIRED	70551568196	39290659.27	NGN	06-Mar-1984	2015-08-23
88	NXB00000088	 Lisa 	PECK	james27@example.net	74701687339	United Kingdom	West Troyfort	Business	failed	32594981431	4709501.74	GBP	06/16/1996	25/09/2021
89	NXB00000089	JUSTIN	smith	jordannicole@example.net	65060983584	Nigeria	Duranview	Current	failed	93757941463	39521337.95	NGN	02/02/1974	2020-04-04
90	NXB00000090	MARCIA	HANSON	andersoncolin@example.com		Kenya	Angelastad	Business	FAILED	58867690082	32015061.9	KES	24-Dec-1963	13-Feb-2023
91	NXB00000091	KARI	gonzalez	cporter@example.org	57872982595	Kenya	Brittneyhaven	Corporate	 Verified 	47785834345	25828287.3	KES	05-Jun-1974	2022-06-01
92	NXB00000092	 Maria 	PATEL	thomas05@example.com	69409749930	Ghana	New Cristina	Savings	EXPIRED	66062365835	10791867.49	GHS	26/05/1978	06-Dec-2021
93	NXB00000093	christine	randall	lorraineallen@example.net	30756263689	Germany	New Jared	Savings	VERIFIED	46041976411	41827461.64	EUR	1965-07-28	07-Dec-2017
94	NXB00000094	 Mark 	 Bates 	ledwards@example.com	85497334843	UAE	Lake Janet	Current	PENDING	62372213606	36049979.29	AED	1968-06-02	26-Jun-2019
95	NXB00000095	 Logan 	Bailey	keith98@example.com		Nigeria	Cardenasberg	Current	PENDING	98353577966	33640011.3	NGN	08-Oct-1992	28-Jul-2019
96	NXB00000096	kelly	Roberts	reedscott@example.com	33848421993	Nigeria	Lake Jesse	Corporate	FAILED		5652598.1	NGN	29-Nov-1994	03/12/2015
97	NXB00000097	 Craig 	rivera	xgarcia@example.org	82677345401	UAE	East Robertburgh	Business	UNDER REVIEW	51908822036	43380535.99	AED	11/24/1961	07/10/2019
98	NXB00000098	sarah	Johnson	lfrench@example.net	00499154788	United Kingdom	Nelsonville	Current	VERIFIED	21461826208	23756686.51	GBP	20/10/1973	19-Nov-2023
99	NXB00000099	MARK	simon	jennifer05@example.com	29668516122	UAE	North Jose	Savings	UNDER REVIEW	84051435488	35021605.37	AED	04/09/1983	24-Apr-2024
100	NXB00000100	JOE	Molina	kevin90@example.com	30174268414	Ghana	East Susan	Savings	failed	98849247371	3347409.75	GHS	05-Apr-1998	09/05/2017
101	NXB00000101	Timothy	gibson	robert87@example.net	39187851910	United States	New Amanda	Business	pending	25929509961	20038640.05	USD	12/14/1969	2024-01-15
102	NXB00000102	 Franklin 	BOND	nwilson@example.net	18707286790	Nigeria	Jenniferfurt	Savings	pending	39959932034	12434267.95	NGN	02/06/1964	07/10/2020
103	NXB00000103	jonathan	SMITH	bethwilliams@example.com	80170462265	Nigeria	Bennettside	Corporate	VERIFIED	21696745643	47832424.28	NGN	08/03/2001	04-Jul-2023
104	NXB00000104	 Dean 	DALTON	whiteamanda@example.net	30047868633	Ghana	West Jacob	Savings	 Verified 	13481874972	29511468.98	GHS	03/01/1975	04/03/2016
105	NXB00000105	nancy	 Cannon 	pachecorobert@example.org	31190790306	UAE	Port Michelle	Business	EXPIRED	46495847461	36598427.15	AED	1996-12-01	16/02/2023
106	NXB00000106	brian	 Gordon 	jim95@example.net	34283644089	United States	Williamsstad	Business	pending		39708085.52	USD	1966-01-03	09-Nov-2015
107	NXB00000107	Shelly	POWERS	heather62@example.com	28733427086	South Africa	South John	Business	FAILED	62533246122	26729481.82	ZAR	1975-05-20	07/30/2021
108	NXB00000108	james	lucas	fboone@example.net	04699013983	Germany	Kevintown	Current	verified	71160945846	14113473.32	EUR	23/02/1975	2015-11-11
109	NXB00000109	Jason	lee	burgesskaren@example.org	63854678544	Nigeria	Owensfort	Corporate	VERIFIED	60807672447	31708658.9	NGN	25-Nov-1994	31/08/2017
110	NXB00000110	KATHLEEN	FLORES	nathangutierrez@example.net	20489964235	United States	South Andrea	Savings	 Verified 	13635848624	46972838.27	USD	05/04/2002	2024-10-23
111	NXB00000111	 Sherry 	MORGAN	plevy@example.net	72522872808	Kenya	Port Adamberg	Savings	under review	20546845184	16358721.58	KES	06/04/1993	02/14/2016
112	NXB00000112	Megan	HALL	albertwagner@example.com	99770088600	Germany	Andrechester	Corporate	PENDING	33838320013	22093902.83	EUR	17/11/1964	09/01/2022
113	NXB00000113	linda	browning	hullalice@example.org	98454615679	Ghana	Gabriellaland	Business	failed	23058168772	12483955.66	GHS	2000-03-16	26/11/2023
114	NXB00000114	 Desiree 	garrison	davisnicholas@example.net	00217659180	Germany	Nelsonland	Corporate	VERIFIED	40975135565	32434211.05	EUR	1987-07-26	2015-08-07
115	NXB00000115	GABRIELLE	RAMIREZ	whitemelissa@example.org	92614293968	South Africa	Port Vanessa	Business	pending	49897452756	28917330.98	ZAR	2001-12-09	06/01/2023
116	NXB00000116	 Jennifer 	 Mason 	brian63@example.org	99965047735	Nigeria	Lopezshire	Business	PENDING	94360670970	38094984.9	NGN	18/06/1993	03-Jan-2016
117	NXB00000117	 Donna 	miller	lauren11@example.com	62655110475	Nigeria	North Jacob	Current	UNDER REVIEW	25313018168	15073171.35	NGN	23-Aug-1994	05/21/2021
118	NXB00000118	shane	Peters	fgarcia@example.com	99560466183	Nigeria	Lake Oscar	Current	under review	89045489398	28212513.76	NGN	2002-01-20	2019-07-29
119	NXB00000119	DOMINIC	 Turner 	kthomas@example.com	64715437993	Kenya	West Adam	Corporate	VERIFIED	72886636066	9108773.91	KES	07-Sep-1969	04/19/2021
120	NXB00000120	Randall	skinner	vbrock@example.com	69245937526	Kenya	Faulknerbury	Current	PENDING	13251342697	41880576.86	KES	1972-10-08	12/11/2018
121	NXB00000121	 Mark 	Ramirez	kdiaz@example.org	80737416724	United States	Lake Rodney	Savings	PENDING	30547450179	20608431.08	USD	25-Mar-1994	02/08/2021
122	NXB00000122	 Nicholas 	 Cole 	iaguilar@example.net	80589113529	Ghana	Rasmussenmouth	Business	under review	21297279418	46211340.34	GHS	1969-09-19	20/04/2021
123	NXB00000123	tammy	jordan	garciajeffrey@example.net	75679825071	Germany	North Marieberg	Business	pending	44875933037	42243738.04	EUR	11-Nov-1994	06/21/2019
124	NXB00000124	Michael	COOPER	adrianabailey@example.org	75140105123	Nigeria	West Anita	Savings	 Verified 	10960933155	822409.95	NGN	24/03/1998	25/09/2021
125	NXB00000125	SUSAN	HALL	lsoto@example.net		United States	Fosterborough	Corporate	PENDING	19457770011	4520098.2	USD	02-Sep-1968	2024-03-27
126	NXB00000126	SHANNON	Jordan	bushjamie@example.net	91825537147	Nigeria	Carrshire	Savings	failed	94309615402	4121558.62	NGN	02-Feb-1993	11/08/2015
127	NXB00000127	danny	 Bell 	rwilliamson@example.net	99125134125	Ghana	Barnesberg	Corporate	 Verified 	41646869771	32056392.61	GHS	1972-02-12	21/07/2020
128	NXB00000128	BAILEY	 Henderson 	sreid@example.net	82742257905	Kenya	East Lisa	Current	under review	92162847981	7291058.88	KES	1960-11-14	14/05/2023
129	NXB00000129	 Tamara 	WAGNER	fortiz@example.com	72190340438	United Kingdom	Cunninghamfort	Current	pending	21174638146	38571100.26	GBP	1971-10-27	16-Jun-2019
130	NXB00000130	 Andrea 	wilson	adamsamy@example.com	78361340745	Nigeria	Port Lisaborough	Savings	 Verified 	58594119616	35888486.09	NGN	09/06/1967	13/11/2018
131	NXB00000131	 Lisa 	MATTHEWS	michelle96@example.org	33095849825	Nigeria	Stephaniehaven	Current	 Verified 	25797030170	4390431.95	NGN	1967-04-30	2019-04-05
132	NXB00000132	Tricia	shelton	taylorkaren@example.com	42232536729	Nigeria	Hayesland	Corporate	EXPIRED	89654947876	48833438.86	NGN	1976-11-12	02/18/2017
133	NXB00000133	Richard	Brady	shawn75@example.net	17518636374	Kenya	Amyberg	Business	pending	35603321555	43295619.93	KES	1974-06-28	30/07/2016
134	NXB00000134	ASHLEE	 Washington 	patricia00@example.org	01277063242	Nigeria	Johnstad	Business	failed	18568154197	12207121.67	NGN	10-Mar-1969	2024-04-30
135	NXB00000135	elizabeth	 Banks 	sanderskevin@example.net	61103712938	Ghana	Lake Matthewville	Corporate	PENDING	19391583053	1193669.25	GHS	1967-03-30	06/11/2024
136	NXB00000136	vanessa	HENDERSON	timperez@example.org	15542622189	United States	South Michael	Current	failed	70016491698	8995171.23	USD	30-Jun-1984	28/03/2023
137	NXB00000137	jason	 Goodman 	cjensen@example.org	12196565234	Germany	Kimberlytown	Current	PENDING	33688034485	27403831.79	EUR	14/04/1974	30-Apr-2015
138	NXB00000138	MELANIE	 Barrett 	jamie98@example.org	40376137918	Nigeria	Davidshire	Corporate	under review	27156108106	22951899.25	NGN	1991-05-28	08/07/2019
139	NXB00000139	robert	PAYNE	kathrynbest@example.org	91043006848	Nigeria	Millerside	Business	VERIFIED	84629853531	7609659.11	NGN	07/22/1989	01/09/2017
140	NXB00000140	AMANDA	 Hernandez 	collinswilliam@example.org	85691463031	South Africa	Salazarton	Business	VERIFIED	56288093379	27184189.0	ZAR	1980-01-24	13-Sep-2022
141	NXB00000141	kyle	HARMON	davidzimmerman@example.net	27588425241	Ghana	Nelsonland	Current	UNDER REVIEW	63978577913	48461368.67	GHS	1993-11-12	02-Apr-2021
142	NXB00000142	Jose	PROCTOR	crawfordwilliam@example.org	92524191380	Nigeria	North Thomas	Current	 Verified 	43198537218	33284522.18	NGN	28/04/1984	24-Jan-2023
143	NXB00000143	Patrick	Hernandez	tranrobin@example.net	35365419518	Kenya	Port Zachary	Savings	verified	58462546658	22867251.1	KES	23/06/1984	2024-02-01
144	NXB00000144	brandon	morales	xcline@example.com	18705349493	United Kingdom	Cuevasborough	Corporate	EXPIRED	76101677791	10201443.05	GBP	07/02/1994	18/04/2015
145	NXB00000145	JESSICA	 Payne 	edwardrandolph@example.org	85050641383	Nigeria	East Jenniferland	Corporate	pending	76710279487	19531482.84	NGN	22/09/1966	02/09/2020
146	NXB00000146	bradley	Hall	xhaynes@example.com	91826199062	United Kingdom	Melissafurt	Current	EXPIRED	85777420774	16253565.95	GBP	1983-07-10	06/21/2019
147	NXB00000147	JACLYN	Moss	shawn31@example.org	91212775618	South Africa	Parkerview	Savings	UNDER REVIEW	63215308068	36520585.71	ZAR	20/11/1974	2021-05-20
148	NXB00000148	melissa	Davis	margaret90@example.org	21356804420	Nigeria	North Steven	Business	failed	32553756900	46744427.59	NGN	20/08/1977	28/08/2021
149	NXB00000149	Linda	taylor	brownkimberly@example.org	36519941013	Nigeria	Port Mariamouth	Current	 Verified 	85950164075	37098345.89	NGN	25-Dec-1997	08/11/2023
150	NXB00000150	david	DUNLAP	jacksonaudrey@example.net	70662532447	UAE	Lake Kenneth	Business	under review	45065923482	4440543.92	AED	11-Jul-1990	03-Feb-2017
151	NXB00000151	Robert	 Pierce 	millerpatrick@example.com	83806578759	United Kingdom	Nelsontown	Current	pending	62277728554	47330204.5	GBP	12/10/1969	07-Nov-2018
152	NXB00000152	LUIS	 Robinson 	brian78@example.com	21334803965	Nigeria	New Louis	Business	UNDER REVIEW	77198288788	26187281.98	NGN	23/11/2002	14-Jul-2024
153	NXB00000153	Joanna	Howard	warnermichael@example.net	93784270103	Nigeria	New Timothymouth	Current	VERIFIED	49488614556	31592323.67	NGN	1965-05-19	2024-05-02
154	NXB00000154	SAMANTHA	harris	matthewthompson@example.com	02921851569	United States	Marcusburgh	Business	pending	45373428020	39775849.04	USD	10-Nov-1963	10/05/2017
155	NXB00000155	JESSICA	Kim	lbanks@example.net	39264422096	Nigeria	New Lucas	Business	FAILED	36230319724	36582157.33	NGN	06/03/1976	02/03/2024
156	NXB00000156	LISA	carr	zunigadonald@example.net	35521570433	Kenya	Kristintown	Corporate	EXPIRED	56607092429	2766712.41	KES	05-Nov-1987	06/29/2024
157	NXB00000157	Brandon	KIM	acosta@example.com	58617932710	United Kingdom	Joseville	Savings	UNDER REVIEW	70891146145	19455153.4	GBP	1983-09-27	22/10/2022
158	NXB00000158	charles	 Jackson 	emartin@example.net	59970629620	Kenya	East Robert	Savings	failed	28730294815	12132991.9	KES	25-Jan-1983	07/06/2019
159	NXB00000159	 Angela 	 Frost 	donna43@example.org	69872050614	United States	North Anthony	Savings	UNDER REVIEW	81225878461	21067877.26	USD	01/11/1993	16/01/2021
160	NXB00000160	 George 	Carter	wellsdarrell@example.com	74186256527	Nigeria	Marshallbury	Business	failed	98224424152	17307042.05	NGN	23/05/1986	29-Jan-2019
161	NXB00000161	mary	elliott	karencontreras@example.org	86938068687	Germany	Evansfurt	Business	pending	26795412729	48397902.57	EUR	10/06/1996	2018-09-23
162	NXB00000162	RAVEN	KLEIN	davidtodd@example.org		Nigeria	East Lindsey	Current	failed	97499236691	11863882.72	NGN	01/14/1989	10/25/2015
163	NXB00000163	DAVID	Henderson	oharris@example.org	51168685487	Nigeria	Rodriguezberg	Business	verified	10894830363	16536841.39	NGN	1981-07-21	11/07/2020
164	NXB00000164	eddie	MATTHEWS	buckleyanna@example.org	85646799702	South Africa	New Charlotte	Business	failed	80952039443	31036974.12	ZAR	22/04/1977	13/08/2016
